view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,url,responses,trial_id,question_order,condition,value,success,stimulus,key_press,phase,category,word,matchword,trial_matchtype,imagealt,correct_key,correct,reward_value,word_phase,response,certainty
,null,html-keyboard-response,708,1087473,0.0-3.0-0.0-1.28,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>komori</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Animals/bat.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Animal,komori,mukade,,,,,,,,
,null,html-keyboard-response,709,1088477,0.0-3.0-0.0-2.28,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,999.795,html-keyboard-response,710,1089479,0.0-3.0-0.0-3.28,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct word</i></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px;'class='Column'>mukade<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/bat2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px;'class='Column'>komori<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Animal,komori,mukade,match_word,../img/Animals/Alt/dragonfly.jpg,74,TRUE,,,,
,null,html-keyboard-response,711,1091486,0.0-3.0-0.0-4.28,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px; color:#d61818;'class='Column'>mukade<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/bat2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px; color:#1f971f;'class='Column'>komori<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Animal,komori,mukade,,,,,,,,
,null,html-keyboard-response,712,1092489,0.0-3.0-0.0-0.29,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,713,1094495,0.0-3.0-0.0-1.29,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>hoki</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Objects/broom.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Object,hoki,saifu,,,,,,,,
,null,html-keyboard-response,714,1095498,0.0-3.0-0.0-2.29,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,509.965,html-keyboard-response,715,1096012,0.0-3.0-0.0-3.29,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct image</i></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/Alt/hairdryer.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>hoki</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/broom2.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Object,hoki,saifu,match_image,../img/Objects/Alt/hairdryer.jpg,74,TRUE,,,,
,null,html-keyboard-response,716,1098017,0.0-3.0-0.0-4.29,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/Alt/hairdryer.jpg' height='300px' width='300px'class='red_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>hoki</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/broom2.jpg' height='300px' width='300px'class='green_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Object,hoki,saifu,,,,,,,,
,null,html-keyboard-response,717,1099025,0.0-3.0-0.0-0.30,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,718,1101039,0.0-3.0-0.0-1.30,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>karasu</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Animals/crow.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Animal,karasu,kosaten,,,,,,,,
,null,html-keyboard-response,719,1102052,0.0-3.0-0.0-2.30,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,1072.49,html-keyboard-response,720,1103128,0.0-3.0-0.0-3.30,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct image</i></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Animals/crow2.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>karasu</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Animals/Alt/beaver.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,70,Phase 3,Animal,karasu,kosaten,match_image,../img/Animals/Alt/beaver.jpg,70,TRUE,,,,
,null,html-keyboard-response,721,1105133,0.0-3.0-0.0-4.30,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Animals/crow2.jpg' height='300px' width='300px'class='green_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>karasu</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Animals/Alt/beaver.jpg' height='300px' width='300px'class='red_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Animal,karasu,kosaten,,,,,,,,
,null,html-keyboard-response,722,1106145,0.0-3.0-0.0-0.31,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,723,1108148,0.0-3.0-0.0-1.31,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>tora</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Animals/tiger.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Animal,tora,yubi,,,,,,,,
,null,html-keyboard-response,724,1109153,0.0-3.0-0.0-2.31,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,617.125,html-keyboard-response,725,1109773,0.0-3.0-0.0-3.31,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct word</i></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px;'class='Column'>yubi<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/tiger2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px;'class='Column'>tora<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Animal,tora,yubi,match_word,../img/Animals/Alt/kangaroo.jpg,74,TRUE,,,,
,null,html-keyboard-response,726,1111786,0.0-3.0-0.0-4.31,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px; color:#d61818;'class='Column'>yubi<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/tiger2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px; color:#1f971f;'class='Column'>tora<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Animal,tora,yubi,,,,,,,,
,null,html-keyboard-response,727,1112794,0.0-3.0-0.0-0.32,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,728,1114803,0.0-3.0-0.0-1.32,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>kaeru</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Animals/frog.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Animal,kaeru,yuka,,,,,,,,
,null,html-keyboard-response,729,1115815,0.0-3.0-0.0-2.32,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,1232.07,html-keyboard-response,730,1117050,0.0-3.0-0.0-3.32,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct word</i></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px;'class='Column'>yuka<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/frog2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px;'class='Column'>kaeru<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Animal,kaeru,yuka,match_word,../img/Animals/Alt/crocodile.jpg,74,TRUE,,,,
,null,html-keyboard-response,731,1119065,0.0-3.0-0.0-4.32,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px; color:#d61818;'class='Column'>yuka<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/frog2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px; color:#1f971f;'class='Column'>kaeru<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Animal,kaeru,yuka,,,,,,,,
,null,html-keyboard-response,732,1120075,0.0-3.0-0.0-0.33,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,733,1122087,0.0-3.0-0.0-1.33,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>makura</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Objects/pillow.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Object,makura,omutsu,,,,,,,,
,null,html-keyboard-response,734,1123095,0.0-3.0-0.0-2.33,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,625.22,html-keyboard-response,735,1123723,0.0-3.0-0.0-3.33,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct image</i></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/Alt/scale.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>makura</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/pillow2.jpg' height='300px' width='300px'class='white_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Object,makura,omutsu,match_image,../img/Objects/Alt/scale.jpg,74,TRUE,,,,
,null,html-keyboard-response,736,1125738,0.0-3.0-0.0-4.33,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/Alt/scale.jpg' height='300px' width='300px'class='red_border'><br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' style='font-weight: bold; font-size: 45px;'class='Column'>makura</div><div align='center' style='padding-right:150px; font-weight: bold; font-size: 45px;'class='Column'><img src='../img/Objects/pillow2.jpg' height='300px' width='300px'class='green_border'><br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Object,makura,omutsu,,,,,,,,
,null,html-keyboard-response,737,1126750,0.0-3.0-0.0-0.34,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,null,html-keyboard-response,738,1128767,0.0-3.0-0.0-1.34,,,stimuli,,,,,<div class='header' align='center' style='font-size: 45px;'><b>kitsune</b></div><div class='Row'><div align='center' style='font-size: 45px;'class='Column'> </div><div align='center' class='Column'><img src='../img/Animals/fox.jpg' height='300px' width='300px'></div><div align='center' style='font-size: 45px;'class='Column'> </div></div>,null,Phase 3,Animal,kitsune,nashi,,,,,,,,
,null,html-keyboard-response,739,1129778,0.0-3.0-0.0-2.34,,,fixation,,,,,"<p style=""font-size: 80px; font-family:monospace;"">+</p>",null,,,,,,,,,,,,
,807.435,html-keyboard-response,740,1130589,0.0-3.0-0.0-3.34,,,match,,,,,<div class='header' align='center' style='font-size: 18px;'><i>Choose the correct word</i></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px;'class='Column'>nashi<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/fox2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px;'class='Column'>kitsune<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,74,Phase 3,Animal,kitsune,nashi,match_word,../img/Animals/Alt/rhino.jpg,74,TRUE,,,,
,null,html-keyboard-response,741,1132599,0.0-3.0-0.0-4.34,,,feedback,,,,,<div class='header' align='center' style='font-size: 30px;color: #1f971f;'><b>Correct!</b></div><div class='Row'><div align='center' style='padding-left:200px; font-weight: bold; font-size: 45px; color:#d61818;'class='Column'>nashi<br/><br/><img src='../img/F.jpg' height='40px' width='40px'></div><div align='center' class='Column'><img src='../img/Animals/fox2.jpg' height='300px' width='300px'></div><div align='center' style='padding-right:200px; font-weight: bold; font-size: 45px; color:#1f971f;'class='Column'>kitsune<br/><br/><img src='../img/J.jpg' height='40px' width='40px'></div></div>,null,Phase 3,Animal,kitsune,nashi,,,,,,,,
